input,policy,icache_cap,icache_ways,icache_blsz,dcache_cap,dcache_ways,dcache_blsz,cycles,ipc
inputs/custom/strided_access.x,lru,131072,8,128,524288,2,128,12241570,0.768
inputs/custom/strided_access.x,lru,131072,8,128,524288,4,128,12241570,0.768
inputs/custom/strided_access.x,lru,131072,8,128,524288,8,128,12241570,0.768
inputs/custom/strided_access.x,lru,131072,8,128,524288,16,128,12241570,0.768
inputs/custom/strided_access.x,lru,131072,16,128,524288,1,128,12241570,0.768
inputs/custom/strided_access.x,lru,131072,16,128,524288,2,128,12241570,0.768
inputs/custom/strided_access.x,lru,131072,16,128,524288,8,128,12241570,0.768
inputs/custom/strided_access.x,lru,131072,16,128,524288,4,128,12241570,0.768
inputs/custom/strided_access.x,lru,131072,16,128,524288,16,128,12241570,0.768
inputs/custom/strided_access.x,rrip,131072,1,128,1048576,1,128,12241570,0.768
inputs/custom/strided_access.x,rrip,131072,1,128,1048576,2,128,12241570,0.768
inputs/custom/strided_access.x,rrip,131072,1,128,1048576,4,128,12241570,0.768
inputs/custom/strided_access.x,rrip,131072,1,128,1048576,8,128,12241570,0.768
inputs/custom/strided_access.x,rrip,131072,1,128,1048576,16,128,12241570,0.768
inputs/custom/strided_access.x,rrip,131072,2,128,1048576,1,128,12241570,0.768
inputs/custom/strided_access.x,rrip,131072,2,128,1048576,4,128,12241570,0.768
inputs/custom/strided_access.x,rrip,131072,2,128,1048576,2,128,12241570,0.768
inputs/custom/strided_access.x,rrip,131072,2,128,1048576,16,128,12241570,0.768
inputs/custom/strided_access.x,rrip,131072,2,128,1048576,8,128,12241570,0.768
inputs/custom/strided_access.x,rrip,131072,4,128,1048576,1,128,12241570,0.768
inputs/custom/strided_access.x,rrip,131072,4,128,1048576,2,128,12241570,0.768
inputs/custom/strided_access.x,rrip,131072,4,128,1048576,4,128,12241570,0.768
inputs/custom/strided_access.x,rrip,131072,4,128,1048576,8,128,12241570,0.768
inputs/custom/strided_access.x,rrip,131072,4,128,1048576,16,128,12241570,0.768
inputs/custom/strided_access.x,rrip,131072,8,128,1048576,1,128,12241570,0.768
inputs/custom/strided_access.x,rrip,131072,8,128,1048576,2,128,12241570,0.768
inputs/custom/strided_access.x,rrip,131072,8,128,1048576,4,128,12241570,0.768
inputs/custom/strided_access.x,rrip,131072,8,128,1048576,16,128,12241570,0.768
inputs/custom/strided_access.x,rrip,131072,8,128,1048576,8,128,12241570,0.768
inputs/custom/strided_access.x,rrip,131072,16,128,1048576,1,128,12241570,0.768
inputs/custom/strided_access.x,rrip,131072,16,128,1048576,2,128,12241570,0.768
inputs/custom/strided_access.x,rrip,131072,16,128,1048576,4,128,12241570,0.768
inputs/custom/strided_access.x,rrip,131072,16,128,1048576,8,128,12241570,0.768
inputs/custom/strided_access.x,rrip,131072,16,128,1048576,16,128,12241570,0.768
inputs/custom/strided_access.x,rand,131072,1,128,1048576,1,128,12241570,0.768
inputs/custom/strided_access.x,rand,131072,1,128,1048576,2,128,12241570,0.768
inputs/custom/strided_access.x,rand,131072,1,128,1048576,8,128,12241570,0.768
inputs/custom/strided_access.x,rand,131072,1,128,1048576,4,128,12241570,0.768
inputs/custom/strided_access.x,rand,131072,1,128,1048576,16,128,12241570,0.768
inputs/custom/strided_access.x,rand,131072,2,128,1048576,1,128,12241570,0.768
inputs/custom/strided_access.x,rand,131072,2,128,1048576,2,128,12241570,0.768
inputs/custom/strided_access.x,rand,131072,2,128,1048576,8,128,12241570,0.768
inputs/custom/strided_access.x,rand,131072,2,128,1048576,16,128,12241570,0.768
inputs/custom/strided_access.x,rand,131072,2,128,1048576,4,128,12241570,0.768
inputs/custom/strided_access.x,rand,131072,4,128,1048576,1,128,12241570,0.768
inputs/custom/strided_access.x,rand,131072,4,128,1048576,2,128,12241570,0.768
inputs/custom/strided_access.x,rand,131072,4,128,1048576,4,128,12241570,0.768
inputs/custom/strided_access.x,rand,131072,4,128,1048576,8,128,12241570,0.768
inputs/custom/strided_access.x,rand,131072,4,128,1048576,16,128,12241570,0.768
inputs/custom/strided_access.x,rand,131072,8,128,1048576,1,128,12241570,0.768
inputs/custom/strided_access.x,rand,131072,8,128,1048576,2,128,12241570,0.768
inputs/custom/strided_access.x,rand,131072,8,128,1048576,4,128,12241570,0.768
inputs/custom/strided_access.x,rand,131072,8,128,1048576,16,128,12241570,0.768
inputs/custom/strided_access.x,rand,131072,8,128,1048576,8,128,12241570,0.768
inputs/custom/strided_access.x,rand,131072,16,128,1048576,1,128,12241570,0.768
inputs/custom/strided_access.x,rand,131072,16,128,1048576,2,128,12241570,0.768
inputs/custom/strided_access.x,rand,131072,16,128,1048576,8,128,12241570,0.768
inputs/custom/strided_access.x,rand,131072,16,128,1048576,4,128,12241570,0.768
inputs/custom/strided_access.x,rand,131072,16,128,1048576,16,128,12241570,0.768
inputs/custom/strided_access.x,lru,131072,1,128,1048576,1,128,12241570,0.768
inputs/custom/strided_access.x,lru,131072,1,128,1048576,2,128,12241570,0.768
inputs/custom/strided_access.x,lru,131072,1,128,1048576,4,128,12241570,0.768
inputs/custom/strided_access.x,lru,131072,1,128,1048576,8,128,12241570,0.768
inputs/custom/strided_access.x,lru,131072,1,128,1048576,16,128,12241570,0.768
inputs/custom/strided_access.x,lru,131072,2,128,1048576,1,128,12241570,0.768
inputs/custom/strided_access.x,lru,131072,2,128,1048576,2,128,12241570,0.768
inputs/custom/strided_access.x,lru,131072,2,128,1048576,8,128,12241570,0.768
inputs/custom/strided_access.x,lru,131072,2,128,1048576,4,128,12241570,0.768
inputs/custom/strided_access.x,lru,131072,2,128,1048576,16,128,12241570,0.768
inputs/custom/strided_access.x,lru,131072,4,128,1048576,1,128,12241570,0.768
inputs/custom/strided_access.x,lru,131072,4,128,1048576,2,128,12241570,0.768
inputs/custom/strided_access.x,lru,131072,4,128,1048576,8,128,12241570,0.768
inputs/custom/strided_access.x,lru,131072,4,128,1048576,4,128,12241570,0.768
inputs/custom/strided_access.x,lru,131072,4,128,1048576,16,128,12241570,0.768
inputs/custom/strided_access.x,lru,131072,8,128,1048576,1,128,12241570,0.768
inputs/custom/strided_access.x,lru,131072,8,128,1048576,2,128,12241570,0.768
inputs/custom/strided_access.x,lru,131072,8,128,1048576,4,128,12241570,0.768
inputs/custom/strided_access.x,lru,131072,8,128,1048576,8,128,12241570,0.768
inputs/custom/strided_access.x,lru,131072,8,128,1048576,16,128,12241570,0.768
inputs/custom/strided_access.x,lru,131072,16,128,1048576,1,128,12241570,0.768
inputs/custom/strided_access.x,lru,131072,16,128,1048576,2,128,12241570,0.768
inputs/custom/strided_access.x,lru,131072,16,128,1048576,4,128,12241570,0.768
inputs/custom/strided_access.x,lru,131072,16,128,1048576,8,128,12241570,0.768
inputs/custom/strided_access.x,lru,131072,16,128,1048576,16,128,12241570,0.768
inputs/custom/strided_access.x,rrip,262144,1,128,524288,1,128,12241570,0.768
inputs/custom/strided_access.x,rrip,262144,1,128,524288,2,128,12241570,0.768
inputs/custom/strided_access.x,rrip,262144,1,128,524288,4,128,12241570,0.768
inputs/custom/strided_access.x,rrip,262144,1,128,524288,8,128,12241570,0.768
inputs/custom/strided_access.x,rrip,262144,1,128,524288,16,128,12241570,0.768
inputs/custom/strided_access.x,rrip,262144,2,128,524288,1,128,12241570,0.768
inputs/custom/strided_access.x,rrip,262144,2,128,524288,2,128,12241570,0.768
inputs/custom/strided_access.x,rrip,262144,2,128,524288,4,128,12241570,0.768
inputs/custom/strided_access.x,rrip,262144,2,128,524288,8,128,12241570,0.768
inputs/custom/strided_access.x,rrip,262144,2,128,524288,16,128,12241570,0.768
inputs/custom/strided_access.x,rrip,262144,4,128,524288,1,128,12241570,0.768
inputs/custom/strided_access.x,rrip,262144,4,128,524288,4,128,12241570,0.768
inputs/custom/strided_access.x,rrip,262144,4,128,524288,2,128,12241570,0.768
inputs/custom/strided_access.x,rrip,262144,4,128,524288,8,128,12241570,0.768
inputs/custom/strided_access.x,rrip,262144,4,128,524288,16,128,12241570,0.768
inputs/custom/strided_access.x,rrip,262144,8,128,524288,1,128,12241570,0.768
inputs/custom/strided_access.x,rrip,262144,8,128,524288,2,128,12241570,0.768
inputs/custom/strided_access.x,rrip,262144,8,128,524288,4,128,12241570,0.768
inputs/custom/strided_access.x,rrip,262144,8,128,524288,8,128,12241570,0.768
inputs/custom/strided_access.x,rrip,262144,8,128,524288,16,128,12241570,0.768
inputs/custom/strided_access.x,rrip,262144,16,128,524288,2,128,12241570,0.768
inputs/custom/strided_access.x,rrip,262144,16,128,524288,1,128,12241570,0.768
inputs/custom/strided_access.x,rrip,262144,16,128,524288,4,128,12241570,0.768
inputs/custom/strided_access.x,rrip,262144,16,128,524288,16,128,12241570,0.768
inputs/custom/strided_access.x,rrip,262144,16,128,524288,8,128,12241570,0.768
inputs/custom/strided_access.x,rand,262144,1,128,524288,1,128,12241570,0.768
inputs/custom/strided_access.x,rand,262144,1,128,524288,2,128,12241570,0.768
inputs/custom/strided_access.x,rand,262144,1,128,524288,4,128,12241570,0.768
inputs/custom/strided_access.x,rand,262144,1,128,524288,8,128,12241570,0.768
inputs/custom/strided_access.x,rand,262144,1,128,524288,16,128,12241570,0.768
inputs/custom/strided_access.x,rand,262144,2,128,524288,1,128,12241570,0.768
inputs/custom/strided_access.x,rand,262144,2,128,524288,2,128,12241570,0.768
inputs/custom/strided_access.x,rand,262144,2,128,524288,4,128,12241570,0.768
inputs/custom/strided_access.x,rand,262144,2,128,524288,8,128,12241570,0.768
inputs/custom/strided_access.x,rand,262144,2,128,524288,16,128,12241570,0.768
inputs/custom/strided_access.x,rand,262144,4,128,524288,1,128,12241570,0.768
inputs/custom/strided_access.x,rand,262144,4,128,524288,2,128,12241570,0.768
inputs/custom/strided_access.x,rand,262144,4,128,524288,4,128,12241570,0.768
inputs/custom/strided_access.x,rand,262144,4,128,524288,8,128,12241570,0.768
inputs/custom/strided_access.x,rand,262144,4,128,524288,16,128,12241570,0.768
inputs/custom/strided_access.x,rand,262144,8,128,524288,1,128,12241570,0.768
inputs/custom/strided_access.x,rand,262144,8,128,524288,2,128,12241570,0.768
inputs/custom/strided_access.x,rand,262144,8,128,524288,4,128,12241570,0.768
inputs/custom/strided_access.x,rand,262144,8,128,524288,8,128,12241570,0.768
inputs/custom/strided_access.x,rand,262144,8,128,524288,16,128,12241570,0.768
inputs/custom/strided_access.x,rand,262144,16,128,524288,1,128,12241570,0.768
inputs/custom/strided_access.x,rand,262144,16,128,524288,2,128,12241570,0.768
inputs/custom/strided_access.x,rand,262144,16,128,524288,4,128,12241570,0.768
inputs/custom/strided_access.x,rand,262144,16,128,524288,16,128,12241570,0.768
inputs/custom/strided_access.x,rand,262144,16,128,524288,8,128,12241570,0.768
inputs/custom/strided_access.x,lru,262144,1,128,524288,1,128,12241570,0.768
inputs/custom/strided_access.x,lru,262144,1,128,524288,2,128,12241570,0.768
inputs/custom/strided_access.x,lru,262144,1,128,524288,4,128,12241570,0.768
inputs/custom/strided_access.x,lru,262144,1,128,524288,8,128,12241570,0.768
inputs/custom/strided_access.x,lru,262144,1,128,524288,16,128,12241570,0.768
inputs/custom/strided_access.x,lru,262144,2,128,524288,2,128,12241570,0.768
inputs/custom/strided_access.x,lru,262144,2,128,524288,1,128,12241570,0.768
inputs/custom/strided_access.x,lru,262144,2,128,524288,4,128,12241570,0.768
inputs/custom/strided_access.x,lru,262144,2,128,524288,16,128,12241570,0.768
inputs/custom/strided_access.x,lru,262144,2,128,524288,8,128,12241570,0.768
inputs/custom/strided_access.x,lru,262144,4,128,524288,1,128,12241570,0.768
inputs/custom/strided_access.x,lru,262144,4,128,524288,16,128,12241570,0.768
inputs/custom/strided_access.x,lru,262144,4,128,524288,2,128,12241570,0.768
inputs/custom/strided_access.x,lru,262144,4,128,524288,4,128,12241570,0.768
inputs/custom/strided_access.x,lru,262144,4,128,524288,8,128,12241570,0.768
inputs/custom/strided_access.x,lru,262144,8,128,524288,1,128,12241570,0.768
inputs/custom/strided_access.x,lru,262144,8,128,524288,2,128,12241570,0.768
inputs/custom/strided_access.x,lru,262144,8,128,524288,4,128,12241570,0.768
inputs/custom/strided_access.x,lru,262144,8,128,524288,8,128,12241570,0.768
inputs/custom/strided_access.x,lru,262144,8,128,524288,16,128,12241570,0.768
inputs/custom/strided_access.x,lru,262144,16,128,524288,1,128,12241570,0.768
inputs/custom/strided_access.x,lru,262144,16,128,524288,4,128,12241570,0.768
inputs/custom/strided_access.x,lru,262144,16,128,524288,2,128,12241570,0.768
inputs/custom/strided_access.x,lru,262144,16,128,524288,16,128,12241570,0.768
inputs/custom/strided_access.x,lru,262144,16,128,524288,8,128,12241570,0.768
inputs/custom/strided_access.x,rrip,262144,1,128,1048576,1,128,12241570,0.768
inputs/custom/strided_access.x,rrip,262144,1,128,1048576,2,128,12241570,0.768
inputs/custom/strided_access.x,rrip,262144,1,128,1048576,4,128,12241570,0.768
inputs/custom/strided_access.x,rrip,262144,1,128,1048576,8,128,12241570,0.768
inputs/custom/strided_access.x,rrip,262144,1,128,1048576,16,128,12241570,0.768
inputs/custom/strided_access.x,rrip,262144,2,128,1048576,1,128,12241570,0.768
inputs/custom/strided_access.x,rrip,262144,2,128,1048576,2,128,12241570,0.768
inputs/custom/strided_access.x,rrip,262144,2,128,1048576,4,128,12241570,0.768
inputs/custom/strided_access.x,rrip,262144,2,128,1048576,8,128,12241570,0.768
inputs/custom/strided_access.x,rrip,262144,2,128,1048576,16,128,12241570,0.768
inputs/custom/strided_access.x,rrip,262144,4,128,1048576,1,128,12241570,0.768
inputs/custom/strided_access.x,rrip,262144,4,128,1048576,2,128,12241570,0.768
inputs/custom/strided_access.x,rrip,262144,4,128,1048576,4,128,12241570,0.768
inputs/custom/strided_access.x,rrip,262144,4,128,1048576,8,128,12241570,0.768
inputs/custom/strided_access.x,rrip,262144,4,128,1048576,16,128,12241570,0.768
inputs/custom/strided_access.x,rrip,262144,8,128,1048576,1,128,12241570,0.768
inputs/custom/strided_access.x,rrip,262144,8,128,1048576,2,128,12241570,0.768
inputs/custom/strided_access.x,rrip,262144,8,128,1048576,4,128,12241570,0.768
inputs/custom/strided_access.x,rrip,262144,8,128,1048576,8,128,12241570,0.768
inputs/custom/strided_access.x,rrip,262144,8,128,1048576,16,128,12241570,0.768
inputs/custom/strided_access.x,rrip,262144,16,128,1048576,1,128,12241570,0.768
inputs/custom/strided_access.x,rrip,262144,16,128,1048576,2,128,12241570,0.768
inputs/custom/strided_access.x,rrip,262144,16,128,1048576,8,128,12241570,0.768
inputs/custom/strided_access.x,rrip,262144,16,128,1048576,4,128,12241570,0.768
inputs/custom/strided_access.x,rrip,262144,16,128,1048576,16,128,12241570,0.768
inputs/custom/strided_access.x,rand,262144,1,128,1048576,1,128,12241570,0.768
inputs/custom/strided_access.x,rand,262144,1,128,1048576,2,128,12241570,0.768
inputs/custom/strided_access.x,rand,262144,1,128,1048576,4,128,12241570,0.768
inputs/custom/strided_access.x,rand,262144,1,128,1048576,8,128,12241570,0.768
inputs/custom/strided_access.x,rand,262144,1,128,1048576,16,128,12241570,0.768
inputs/custom/strided_access.x,rand,262144,2,128,1048576,1,128,12241570,0.768
inputs/custom/strided_access.x,rand,262144,2,128,1048576,2,128,12241570,0.768
inputs/custom/strided_access.x,rand,262144,2,128,1048576,4,128,12241570,0.768
inputs/custom/strided_access.x,rand,262144,2,128,1048576,8,128,12241570,0.768
inputs/custom/strided_access.x,rand,262144,2,128,1048576,16,128,12241570,0.768
inputs/custom/strided_access.x,rand,262144,4,128,1048576,1,128,12241570,0.768
inputs/custom/strided_access.x,rand,262144,4,128,1048576,4,128,12241570,0.768
inputs/custom/strided_access.x,rand,262144,4,128,1048576,2,128,12241570,0.768
inputs/custom/strided_access.x,rand,262144,4,128,1048576,8,128,12241570,0.768
inputs/custom/strided_access.x,rand,262144,4,128,1048576,16,128,12241570,0.768
inputs/custom/strided_access.x,rand,262144,8,128,1048576,1,128,12241570,0.768
inputs/custom/strided_access.x,rand,262144,8,128,1048576,4,128,12241570,0.768
inputs/custom/strided_access.x,rand,262144,8,128,1048576,2,128,12241570,0.768
inputs/custom/strided_access.x,rand,262144,8,128,1048576,8,128,12241570,0.768
inputs/custom/strided_access.x,rand,262144,8,128,1048576,16,128,12241570,0.768
inputs/custom/strided_access.x,rand,262144,16,128,1048576,1,128,12241570,0.768
inputs/custom/strided_access.x,rand,262144,16,128,1048576,2,128,12241570,0.768
inputs/custom/strided_access.x,rand,262144,16,128,1048576,4,128,12241570,0.768
inputs/custom/strided_access.x,rand,262144,16,128,1048576,8,128,12241570,0.768
inputs/custom/strided_access.x,rand,262144,16,128,1048576,16,128,12241570,0.768
inputs/custom/strided_access.x,lru,262144,1,128,1048576,1,128,12241570,0.768
inputs/custom/strided_access.x,lru,262144,1,128,1048576,2,128,12241570,0.768
inputs/custom/strided_access.x,lru,262144,1,128,1048576,4,128,12241570,0.768
inputs/custom/strided_access.x,lru,262144,1,128,1048576,16,128,12241570,0.768
inputs/custom/strided_access.x,lru,262144,1,128,1048576,8,128,12241570,0.768
inputs/custom/strided_access.x,lru,262144,2,128,1048576,2,128,12241570,0.768
inputs/custom/strided_access.x,lru,262144,2,128,1048576,1,128,12241570,0.768
inputs/custom/strided_access.x,lru,262144,2,128,1048576,4,128,12241570,0.768
inputs/custom/strided_access.x,lru,262144,2,128,1048576,8,128,12241570,0.768
inputs/custom/strided_access.x,lru,262144,2,128,1048576,16,128,12241570,0.768
inputs/custom/strided_access.x,lru,262144,4,128,1048576,1,128,12241570,0.768
inputs/custom/strided_access.x,lru,262144,4,128,1048576,8,128,12241570,0.768
inputs/custom/strided_access.x,lru,262144,4,128,1048576,2,128,12241570,0.768
inputs/custom/strided_access.x,lru,262144,4,128,1048576,4,128,12241570,0.768
inputs/custom/strided_access.x,lru,262144,4,128,1048576,16,128,12241570,0.768
inputs/custom/strided_access.x,lru,262144,8,128,1048576,1,128,12241570,0.768
inputs/custom/strided_access.x,lru,262144,8,128,1048576,2,128,12241570,0.768
inputs/custom/strided_access.x,lru,262144,8,128,1048576,4,128,12241570,0.768
inputs/custom/strided_access.x,lru,262144,8,128,1048576,8,128,12241570,0.768
inputs/custom/strided_access.x,lru,262144,8,128,1048576,16,128,12241570,0.768
inputs/custom/strided_access.x,lru,262144,16,128,1048576,1,128,12241570,0.768
inputs/custom/strided_access.x,lru,262144,16,128,1048576,2,128,12241570,0.768
inputs/custom/strided_access.x,lru,262144,16,128,1048576,4,128,12241570,0.768
inputs/custom/strided_access.x,lru,262144,16,128,1048576,8,128,12241570,0.768
inputs/custom/strided_access.x,lru,262144,16,128,1048576,16,128,12241570,0.768
